"SampleRowID"	"StationCode"	"SampleDate"	"MethodCode"	"SampleTimeStart"	"SampleTimeEnd"	"UserName"	"SurveyNumber"	"WaterTemperature"	"Turbidity"	"Secchi"	"SecchiEstimated"	"ConductivityTop"	"ConductivityBottom"	"TowDirectionCode"	"MeterStart"	"MeterEnd"	"CableOut"	"TideCode"	"DepthBottom"	"MeterNumber"	"WeatherCode"	"Microcystis"	"WaveCode"	"DateEntered"
20076	"812"	11/5/2004 0:00:00	"MWTR"	12/30/1899 8:35:00	12/30/1899 8:45:00	"djones"	5	14.20		1.19	0	390		1	544787	560982	200	4	44	20366				
20077	"812"	12/15/2004 0:00:00	"MWTR"	12/30/1899 9:07:00	12/30/1899 9:18:00	"djones"	6	10.20		0.90	0	962		1	258501	278206	200	4	40	20366				
20078	"812"	9/13/2005 0:00:00	"MWTR"	12/30/1899 8:44:00	12/30/1899 8:55:00	"Admin"	3	20.40		1.00	0	340		2	671571	686632	200	2	36	20366				
20079	"812"	10/12/2005 0:00:00	"MWTR"	12/30/1899 11:55:00	12/30/1899 12:05:00	"Admin"	4	18.30		0.80	0	363		2	565246	581543	200	4	56	20366				
20080	"812"	11/10/2005 0:00:00	"MWTR"	12/30/1899 9:23:00	12/30/1899 9:33:00	"Admin"	5	15.10		1.10	0	417	417	1	882688	899694	200	4	43	20366				
20081	"812"	12/15/2005 0:00:00	"MWTR"	12/30/1899 12:07:00	12/30/1899 12:20:00	"Admin"	6	10.00		0.87	0	1038		1	221980	237836	200	4	52	20366				
20082	"812"	9/12/2006 0:00:00	"MWTR"	12/30/1899 13:39:00	12/30/1899 13:50:00	"Admin"	3	22.00		0.95	0	241	250	2	864544	880528	200	2	50					
20083	"812"	10/18/2006 0:00:00	"MWTR"	12/30/1899 12:14:00	12/30/1899 12:26:00	"Admin"	4	16.90		1.78	0	190	188	2	835468	852087	200	4	40					
20084	"812"	11/21/2006 0:00:00	"MWTR"	12/30/1899 7:58:00	12/30/1899 8:08:00	"Admin"	5	14.30		1.25	0	619	730	2	513558	535361	200	2	58	21039				
20085	"812"	12/11/2006 0:00:00	"MWTR"	12/30/1899 11:44:00	12/30/1899 11:54:00	"Admin"	6	10.40		1.20	1	912	993	1	202083	214061	200	4	59	21039				
20086	"812"	9/18/2007 0:00:00	"MWTR"	12/30/1899 10:28:00	12/30/1899 10:40:00	"Admin"	3	20.70		1.26	0	673	722	2	673968	690082	200	2	42	14958	1	2	1	
20087	"812"	10/15/2007 0:00:00	"MWTR"	12/30/1899 12:12:00	12/30/1899 12:23:00	"Admin"	4	17.60		1.22	0	714	765	2	252412	271276	200	2	43	14958	2	2	1	
20088	"812"	11/14/2007 0:00:00	"MWTR"	12/30/1899 11:40:00	12/30/1899 11:52:00	"Admin"	5			1.46	0			1	222885	237061	200	2	57	14958	1	1	1	
20089	"812"	12/14/2007 0:00:00	"MWTR"	12/30/1899 11:25:00	12/30/1899 11:37:00	"Admin"	6	9.60		1.37	0	892		1	194137	212311	200	2	41	22083	1	1	1	
20090	"812"	9/16/2008 0:00:00	"MWTR"	12/30/1899 12:19:00	12/30/1899 12:30:00	"Admin"	3	21.30		0.85	0	478	482	2	758201	776414	200	2	42	22833	2	2	2	
20091	"812"	10/14/2008 0:00:00	"MWTR"	12/30/1899 9:20:00	12/30/1899 9:32:00	"Admin"	4	16.40		0.98	0	534		2	991027	13685	200	2	53	22833	1	3	1	
20092	"812"	11/13/2008 0:00:00	"MWTR"	12/30/1899 12:35:00	12/30/1899 12:47:00	"Admin"	5	16.00		1.30	0	919	882	2	808578	828617	200	4	44	22878	1	1	2	
20093	"812"	12/11/2008 0:00:00	"MWTR"	12/30/1899 13:18:00	12/30/1899 13:30:00	"Admin"	6	11.50		0.96	0	1268	1445	2	340762	357960	175	4	47	22878	1	1	1	
20094	"812"	9/21/2009 0:00:00	"MWTR"	12/30/1899 11:43:00	12/30/1899 11:54:00	"Admin"	3	22.50	6.12	1.25	0	698	723	2	636850	654066	200	2	52	23326	1	2	2	
20095	"812"	10/15/2009 0:00:00	"MWTR"	12/30/1899 12:33:00	12/30/1899 12:46:00	"Admin"	4	17.70	4.90	1.18	0	293	313	2	300064	319045	200	4	42	23326	1	2	1	
20096	"812"	11/16/2009 0:00:00	"MWTR"	12/30/1899 11:47:00	12/30/1899 11:58:00	"Admin"	5	14.60	3.87	2.00	0	307	307	2	978475	993301	200	4	62	23326	1	1	1	
20097	"812"	12/15/2009 0:00:00	"MWTR"	12/30/1899 12:18:00	12/30/1899 12:29:00	"Admin"	6	9.40	6.95	1.34	0	885	907	2	42256	59498	200	4	49	23326	3	1	1	
20098	"812"	9/16/2010 0:00:00	"MWTR"	12/30/1899 12:09:00	12/30/1899 12:21:00	"Admin"	3	20.60	4.59	1.47	0	766	817	2	615535	635056	200	4	43	23312	1	2	2	
20099	"812"	10/14/2010 0:00:00	"MWTR"	12/30/1899 12:20:00	12/30/1899 12:31:00	"Admin"	4	20.70	4.00	1.41	0	686	745	2	610832	626027	200	4	50	23312	1	3	1	
20100	"812"	11/15/2010 0:00:00	"MWTR"	12/30/1899 12:35:00	12/30/1899 12:47:00	"Admin"	5	15.40	4.56	1.50	0	816	866	2	979705	997524	200	4	59	23312	1	2	1	
20101	"812"	12/3/2010 0:00:00	"MWTR"	12/30/1899 9:23:00	12/30/1899 9:35:00	"Admin"	6	10.10	4.04	1.70	0	511	527	3	171468	188978	200	3	42	23312	3	1	1	
20102	"813"	9/18/1967 0:00:00	"MWTR"	12/30/1899 0:00:00			3	21.60		0.54	0	204												
20103	"813"	10/22/1967 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.20		0.58	0	204												
20104	"813"	11/18/1967 0:00:00	"MWTR"	12/30/1899 0:00:00			5	15.20		0.62	0	199												
20105	"813"	12/19/1967 0:00:00	"MWTR"	12/30/1899 0:00:00			6	5.60		0.62	0	220												
20106	"813"	1/19/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			7	7.10		0.45	0	250												
20107	"813"	2/18/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			8	10.80		0.32	0	268												
20108	"813"	3/17/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			9	12.30		0.30	0	200												
20109	"813"	8/18/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			2	21.00		0.41	0	394												
20110	"813"	9/17/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.70		0.48	0	304												
20111	"813"	10/13/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			4	17.60		0.41	0	380												
20112	"813"	11/10/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			5	14.90		0.61	0	306												
20113	"813"	12/10/1968 0:00:00	"MWTR"	12/30/1899 0:00:00			6	9.90		0.70	0	220												
20114	"813"	1/9/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			7	6.80		0.34	0	220												
20115	"813"	2/6/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			8	8.00		0.20	0	200												
20116	"813"	3/20/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			9	10.20		0.27	0	220												
20117	"813"	8/20/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			2	23.90		0.55	0	210												
20118	"813"	9/18/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			3	20.60		0.50	0	200												
20119	"813"	10/23/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			4	15.00	12.00	0.78	1	170												
20120	"813"	12/18/1969 0:00:00	"MWTR"	12/30/1899 0:00:00			6	10.00	12.00	0.78	1	200												
20121	"813"	1/17/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			7	10.00	42.00	0.27	1	200												
20122	"813"	3/18/1970 0:00:00	"MWTR"	12/30/1899 0:00:00			9	12.80	28.00	0.38	1	190												
20123	"813"	9/22/1975 0:00:00	"MWTR"	12/30/1899 0:00:00			3	19.70		0.60	0	162												
20124	"813"	10/17/1975 0:00:00	"MWTR"	12/30/1899 11:40:00		"Admin"	4	16.40		0.73	0	123												
20125	"813"	10/14/1976 0:00:00	"MWTR"	12/30/1899 0:00:00			4	20.10		0.80	0	488												
20126	"813"	11/26/1976 0:00:00	"MWTR"	12/30/1899 0:00:00			5	14.10		0.76	0	627												
20127	"813"	1/17/1977 0:00:00	"MWTR"	12/30/1899 0:00:00			7	6.10		0.71	0	350												
20128	"813"	9/21/1977 0:00:00	"MWTR"	12/30/1899 8:15:00		"Admin"	3	20.70		0.66	0	614												
20129	"813"	10/20/1977 0:00:00	"MWTR"	12/30/1899 8:25:00		"Admin"	4	18.00		0.62	0	808												
20130	"813"	11/16/1977 0:00:00	"MWTR"	12/30/1899 7:52:00		"Admin"	5	14.00		0.57	0	874												
20131	"813"	12/14/1977 0:00:00	"MWTR"	12/30/1899 8:00:00		"Admin"	6	11.30		0.68	0	2062												
20132	"813"	1/19/1978 0:00:00	"MWTR"	12/30/1899 8:30:00		"Admin"	7	11.00		0.17	0	181												
20133	"813"	3/16/1978 0:00:00	"MWTR"	12/30/1899 7:55:00		"Admin"	9	13.80		0.30	0	244												
20134	"813"	9/21/1978 0:00:00	"MWTR"	12/30/1899 7:45:00			3	19.00		0.55	0	266							40					
20135	"813"	10/19/1978 0:00:00	"MWTR"	12/30/1899 7:55:00			4	19.00		0.47	0	630							35					
20136	"813"	2/16/1979 0:00:00	"MWTR"	12/30/1899 7:50:00			8	9.40		0.50	0	297							40					
20137	"813"	10/26/1982 0:00:00	"MWTR"	12/30/1899 8:25:00			4	16.70		0.95	0	169							35					
20138	"813"	11/15/1982 0:00:00	"MWTR"	12/30/1899 8:15:00			5	10.80		0.75	0	151							40					
20139	"813"	12/6/1982 0:00:00	"MWTR"	12/30/1899 10:00:00			6	10.30		0.34	0	166							30					
20140	"813"	9/21/1983 0:00:00	"MWTR"	12/30/1899 8:30:00			3	20.80		0.68	0	173							30					
20141	"813"	10/18/1983 0:00:00	"MWTR"	12/30/1899 8:30:00			4	17.20		0.82	0	139							35					
20142	"813"	11/14/1983 0:00:00	"MWTR"	12/30/1899 11:25:00			5	13.60		0.51	0	168							40					
20143	"813"	9/17/1984 0:00:00	"MWTR"	12/30/1899 8:10:00			3	22.20		1.10	0	915							40					
20144	"813"	10/16/1984 0:00:00	"MWTR"	12/30/1899 11:45:00			4	16.10		0.72	0	202							35					
20145	"813"	11/9/1984 0:00:00	"MWTR"	12/30/1899 11:55:00			5	13.90		1.18	0	194							35					
20146	"813"	12/7/1984 0:00:00	"MWTR"	12/30/1899 11:50:00			6	10.00		0.42	0	197							35					
20147	"813"	9/17/1985 0:00:00	"MWTR"	12/30/1899 8:00:00			3	19.40		0.67	0	1172		1	0	21477		4	35					
20148	"813"	10/16/1985 0:00:00	"MWTR"	12/30/1899 8:05:00			4	16.70		0.68	0	958		1	0	22549		4	30					
20149	"813"	11/8/1985 0:00:00	"MWTR"	12/30/1899 12:10:00			5	15.60		0.92	0	1053		1	0	26906		4	40					
20150	"813"	12/12/1985 0:00:00	"MWTR"	12/30/1899 15:30:00			6	8.90		0.70	0	818		2	0	30605		4	60					
20151	"813"	9/15/1986 0:00:00	"MWTR"	12/30/1899 12:15:00			3	20.00		0.35	0	184		1	0	42542		4	40					
20152	"813"	10/14/1986 0:00:00	"MWTR"	12/30/1899 8:05:00			4	17.20		0.69	0	243		2	0	22364		2	46					
20153	"813"	11/10/1986 0:00:00	"MWTR"	12/30/1899 7:27:00			5	13.30		0.73	0	188		3	0	25932		3	50					
20154	"813"	9/15/1987 0:00:00	"MWTR"	12/30/1899 7:25:00			3	19.40		0.75	0	423		3	0	19642		3	48					
20155	"813"	10/1/1987 0:00:00	"MWTR"	12/30/1899 8:05:00			4	19.40		0.87	0	516		3	0	23968		3	38					
20156	"813"	11/17/1987 0:00:00	"MWTR"	12/30/1899 7:40:00			5	13.90		1.10	0	481		2	0	20116		2	47					
20157	"813"	12/15/1987 0:00:00	"MWTR"	12/30/1899 7:05:00			6	7.80		0.30	0	255		2	0	20836		2	59					
20158	"813"	9/22/1988 0:00:00	"MWTR"	12/30/1899 8:24:00			3	19.20		0.70	0	665		2	0	21500		2	52					
20159	"813"	10/11/1988 0:00:00	"MWTR"	12/30/1899 7:45:00			4	18.30		0.82	0	1126		1	0	19550		4	45					
20160	"813"	11/15/1988 0:00:00	"MWTR"	12/30/1899 11:29:00			5	15.00		0.90	0	851			0	19418			40					
20161	"813"	9/19/1989 0:00:00	"MWTR"	12/30/1899 7:35:00			3	19.40		0.72	0	440		1	455332	482950		4	55					
20162	"813"	10/10/1989 0:00:00	"MWTR"	12/30/1899 8:10:00			4	19.40		0.62	0	430		2	176958	203664		2	40					
20163	"813"	11/14/1989 0:00:00	"MWTR"	12/30/1899 8:05:00			5	14.70		0.73	0	841		2	5741	36111		2	54					
20164	"813"	12/12/1989 0:00:00	"MWTR"	12/30/1899 11:30:00			6	10.30		1.03	0	575		1	758444	787364		4	55					
20165	"813"	9/17/1990 0:00:00	"MWTR"	12/30/1899 8:05:00			3	20.60		0.71	0	566		2	201164	224195		2	45					
20166	"813"	10/9/1990 0:00:00	"MWTR"	12/30/1899 7:30:00			4	17.80		0.94	0	462		1	631321	648877		4	45					
20167	"813"	11/15/1990 0:00:00	"MWTR"	12/30/1899 9:55:00			5	12.80		1.05	0	498		2	767445	787608		2	55					
20168	"813"	12/11/1990 0:00:00	"MWTR"	12/30/1899 8:00:00			6	9.40		1.19	0	560		1	36858	57698		4	55					
20169	"813"	1/9/1991 0:00:00	"MWTR"	12/30/1899 11:48:00			7	8.90		1.04	0	1419		1	445378	465695		4	65					
20170	"813"	2/6/1991 0:00:00	"MWTR"	12/30/1899 11:15:00			8	9.40		1.06	0	1599		2	451247	473311		2	45					
20171	"813"	3/11/1991 0:00:00	"MWTR"	12/30/1899 7:19:00			9	12.20		0.60	0	604		2	398385	419572		2	55					
20172	"813"	9/16/1991 0:00:00	"MWTR"	12/30/1899 9:15:00			3	21.40		0.75	0	397		1	141440	166359		4	55					
20173	"813"	10/17/1991 0:00:00	"MWTR"	12/30/1899 9:20:00			4	20.80		0.97	0	232		1	914938	935500		4	45					
20174	"813"	11/18/1991 0:00:00	"MWTR"	12/30/1899 9:15:00			5	10.80		1.26	0	357		1	834588	854578		4	55					
20175	"813"	12/9/1991 0:00:00	"MWTR"	12/30/1899 8:43:00			6	9.40		1.30	0	809		2	994028	10308		2	55					
20176	"813"	1/8/1992 0:00:00	"MWTR"	12/30/1899 13:20:00			7	8.90		1.10	0	354		2	394292	410219		2	55					
20177	"813"	2/11/1992 0:00:00	"MWTR"	12/30/1899 11:45:00			8	10.00		1.09	0	1399		2	994392	9612		4	35					
20178	"813"	3/16/1992 0:00:00	"MWTR"	12/30/1899 13:00:00			9	15.00		0.69	0	312		1	416180	432949		4	56					
20179	"813"	6/4/1992 0:00:00	"MWTR"	12/30/1899 11:25:00			12	22.80		0.47	0	532		2	966139	978221		2	30					
20180	"813"	9/14/1992 0:00:00	"MWTR"	12/30/1899 12:45:00			3	20.80		0.81	0	372		2	801349	824509		2	40					
20181	"813"	10/8/1992 0:00:00	"MWTR"	12/30/1899 12:45:00			4	20.80		0.86	0	323		1	579685	603108		4	50					
20182	"813"	11/5/1992 0:00:00	"MWTR"	12/30/1899 8:35:00			5	17.20		0.91	0	358		1	376618	395624		4	40					
20183	"813"	12/10/1992 0:00:00	"MWTR"	12/30/1899 10:30:00			6	10.60		1.03	0	552		2	791288	811839		2	35					
20184	"813"	1/11/1993 0:00:00	"MWTR"	12/30/1899 10:28:00			7	6.70		0.33	0	265		2	387181	407149		2	40					
20185	"813"	2/8/1993 0:00:00	"MWTR"	12/30/1899 11:10:00			8	10.00		0.16	0	226		2	115082	135458		4	40					
20186	"813"	3/11/1993 0:00:00	"MWTR"	12/30/1899 8:25:00			9	13.30		0.39	0	268		2	138103	155072		2	45					
20187	"813"	4/15/1993 0:00:00	"MWTR"	12/30/1899 8:10:00			10	14.40		0.81	0	174		1	923453	940980		4	36					
20188	"813"	5/7/1993 0:00:00	"MWTR"	12/30/1899 9:22:00			11	17.20		0.59	0	233		2	320732	342068		2	45					
20189	"813"	8/13/1993 0:00:00	"MWTR"	12/30/1899 11:39:00			2	22.20		0.72	0	135		2	349515	378330		4	50					
20190	"813"	9/10/1993 0:00:00	"MWTR"	12/30/1899 12:20:00			3	21.70		0.69	0	197		1	49110	76072		4	50					
20191	"813"	10/7/1993 0:00:00	"MWTR"	12/30/1899 12:18:00			4	18.90		0.86	0	349		1	915475	938751		4	40					
20192	"813"	11/15/1993 0:00:00	"MWTR"	12/30/1899 11:58:00			5	12.80		0.89	0	267		2	274077	290229		2	60					
20193	"813"	12/16/1993 0:00:00	"MWTR"	12/30/1899 8:27:00			6	9.40		0.66	0	341		2	9446	20429		2	35					
20194	"813"	1/12/1994 0:00:00	"MWTR"	12/30/1899 14:17:00			7	7.80		0.98	0	274		1	642453	666283		4	40					
20195	"813"	2/17/1994 0:00:00	"MWTR"	12/30/1899 9:38:00			8	10.00		0.66	0	335		1	57484	69944		4	50					
20196	"813"	3/9/1994 0:00:00	"MWTR"	12/30/1899 10:11:00			9	13.30		0.89	0	258		2	344462	362676		2	40					
20197	"813"	4/6/1994 0:00:00	"MWTR"	12/30/1899 9:26:00			10	16.10		0.89	0	282		2	322822	346197		2	40					
20198	"813"	8/3/1994 0:00:00	"MWTR"	12/30/1899 12:20:00			2	22.20		0.68	0	287		1	136822	155541		4	50					
20199	"813"	9/12/1994 0:00:00	"MWTR"	12/30/1899 11:56:00			3	21.10		0.73	0	611		1	584541	606223		4	40					
20200	"813"	10/7/1994 0:00:00	"MWTR"	12/30/1899 12:48:00			4	19.40		0.98	0	350		2	149816	173370		3	16					
20201	"813"	11/14/1994 0:00:00	"MWTR"	12/30/1899 8:40:00			5	11.70		1.10	0	331		2	38494	53520		2	40					
20202	"813"	12/8/1994 0:00:00	"MWTR"	12/30/1899 8:55:00			6	8.90		1.06	0	340		1	275900	295691		4	25					
20203	"813"	1/10/1995 0:00:00	"MWTR"	12/30/1899 8:54:00			7	10.00		0.69	0	658		1	886016	902544		4	35					
20204	"813"	2/8/1995 0:00:00	"MWTR"	12/30/1899 11:19:00			8	11.30		0.39	0	1154		1	352604	365262		4	40					
20205	"813"	3/8/1995 0:00:00	"MWTR"	12/30/1899 10:23:00			9	12.40		0.86	0	1471		2	53167	66490		2	40					
20206	"813"	4/5/1995 0:00:00	"MWTR"	12/30/1899 9:44:00			10	18.40		0.80	0	489		1	289574	301589		4	35					
20207	"813"	9/12/1995 0:00:00	"MWTR"	12/30/1899 12:40:00			3	20.80		0.90	0	128		1	220949	237959		2	35					
20208	"813"	10/16/1995 0:00:00	"MWTR"	12/30/1899 12:08:00			4	18.00		0.88	0	126		1	102980	119654		4	40					
20209	"813"	11/13/1995 0:00:00	"MWTR"	12/30/1899 11:14:00			5	16.30		1.10	0	137		1	149006	164532		4	50					
20210	"813"	12/8/1995 0:00:00	"MWTR"	12/30/1899 8:29:00			6	13.40		0.91	0	171		2	763037	779004		2	55					
20211	"813"	1/5/1996 0:00:00	"MWTR"	12/30/1899 7:24:00			7	10.20		0.61	0	196		2	373713	390844		2	50					
20212	"813"	2/8/1996 0:00:00	"MWTR"	12/30/1899 9:44:00			8	12.10		0.38	0	171		2	138688	157562		2	50					
20213	"813"	3/13/1996 0:00:00	"MWTR"	12/30/1899 8:31:00			9	12.50		0.81	0	190		1	768360	788413		4	35					
20214	"813"	8/7/1996 0:00:00	"MWTR"	12/30/1899 11:49:00			2	23.30		0.70	0	224		1	875500	887403		4	35					
20215	"813"	9/10/1996 0:00:00	"MWTR"	12/30/1899 9:58:00			3	21.30		1.09	0	179		2	518312	531664		2	50					
20216	"813"	10/15/1996 0:00:00	"MWTR"	12/30/1899 8:59:00			4	19.20		0.93	0	283		2	711917	732995		2	55					
20217	"813"	11/8/1996 0:00:00	"MWTR"	12/30/1899 12:04:00			5	13.30		1.08	0	258		1	685400	700548		4	50					
20218	"813"	12/17/1996 0:00:00	"MWTR"	12/30/1899 8:34:00			6	10.80		0.38	0	96		1	795880	809746		4	50					
20219	"813"	2/6/1997 0:00:00	"MWTR"	12/30/1899 10:45:00			8	10.90		0.34	0	120		2	243373	260587		2	30					
20220	"813"	3/5/1997 0:00:00	"MWTR"	12/30/1899 9:59:00			9	11.00		0.76	0	109		1	955366	972353		4	40					
20221	"813"	8/8/1997 0:00:00	"MWTR"	12/30/1899 11:00:00	12/30/1899 11:13:00		2	23.50		0.81	0	292		2	111434	131156	200	2	46	12981				
20222	"813"	9/8/1997 0:00:00	"MWTR"	12/30/1899 8:50:00	12/30/1899 9:02:00		3	22.30		0.81	0	224		1	79956	95019	200	4	45	14979				
20223	"813"	10/14/1997 0:00:00	"MWTR"	12/30/1899 9:54:00	12/30/1899 10:04:00		4	17.10		0.96	0	455		2	236039	254028	200	2	50	14979				
20224	"813"	11/6/1997 0:00:00	"MWTR"	12/30/1899 10:23:00	12/30/1899 10:33:00		5	16.80		0.96	0	575	733	1	193291	212902	200	4	50	14979				
20225	"813"	12/8/1997 0:00:00	"MWTR"	12/30/1899 8:52:00	12/30/1899 9:02:00		6	11.40		0.58	0	515		1	558257	577377	200	4	55	12423				
20226	"813"	1/12/1998 0:00:00	"MWTR"	12/30/1899 11:01:00	12/30/1899 11:11:00		7	9.10		0.59	0	254		2	564773	585331	200	2	50	12982				
20227	"813"	3/5/1998 0:00:00	"MWTR"	12/30/1899 10:23:00	12/30/1899 10:33:00		9	12.20		0.59	0	184		1	331339	353312	175	4	35	12423				
20228	"813"	9/17/1998 0:00:00	"MWTR"	12/30/1899 10:50:00	12/30/1899 11:00:00		3	21.40		0.69	0	169		2	388919	402398	200	2	50	14979				
20229	"813"	10/19/1998 0:00:00	"MWTR"	12/30/1899 9:45:00	12/30/1899 9:55:00		4	16.00		0.81	0	168		2	139200	154613	200	2	50	12423				
20230	"813"	11/19/1998 0:00:00	"MWTR"	12/30/1899 12:52:00	12/30/1899 13:02:00		5	12.90		0.89	0	187		1	342405	358303	200	4	40	12423				
20231	"813"	12/22/1998 0:00:00	"MWTR"	12/30/1899 11:53:00	12/30/1899 12:03:00		6	8.00		0.59	0	132		1	711008	726611	200	2	50	12423				
20232	"813"	2/16/1999 0:00:00	"MWTR"	12/30/1899 10:11:00	12/30/1899 10:21:00		8	9.20		0.34	0	167		2	207839	231544	200	2	40	12423				
20233	"813"	3/10/1999 0:00:00	"MWTR"	12/30/1899 12:03:00	12/30/1899 12:13:00		9	10.70		0.78	0	101		2	363774	383048	200	2	50	12423				
20234	"813"	9/13/1999 0:00:00	"MWTR"	12/30/1899 9:14:00	12/30/1899 9:24:00		3	20.40		0.59	0	571		1	231728	259152	200	4	50	14978				
20235	"813"	10/12/1999 0:00:00	"MWTR"	12/30/1899 8:43:00	12/30/1899 8:51:00		4	19.30		0.69	0	577		1	399652	416103	200	4	40	14978				
20236	"813"	11/8/1999 0:00:00	"MWTR"	12/30/1899 8:28:00	12/30/1899 8:37:00		5	15.90		0.81	0	400		2	461016	476177	200	2	45	14978				
20237	"813"	12/6/1999 0:00:00	"MWTR"	12/30/1899 11:32:00	12/30/1899 11:41:00		6	11.70		1.18	0	723		1	464522	481608	200	4	50	14978				
20238	"813"	1/7/2000 0:00:00	"MWTR"	12/30/1899 8:34:00	12/30/1899 8:42:00		7	8.60		1.30	0	256		2	234711	245700	200	4	40	14978				
20239	"813"	2/9/2000 0:00:00	"MWTR"	12/30/1899 9:09:00	12/30/1899 9:19:00		8	11.00		0.69	0	196		1	16153	33992	200	4	50	14978				
20240	"813"	3/9/2000 0:00:00	"MWTR"	12/30/1899 9:22:00	12/30/1899 9:31:00		9	11.20		0.66	0	165		2	884062	905895	200	2	50	14978				
20241	"813"	9/14/2000 0:00:00	"MWTR"	12/30/1899 7:35:00	12/30/1899 7:44:00		3	21.10		0.69	0	522		2	163528	173162	200	2	60	13327				
20242	"813"	10/10/2000 0:00:00	"MWTR"	12/30/1899 8:34:00	12/30/1899 8:43:00		4	18.40		0.78	0	332		2	71360	91065	200	2	50	13327				
20243	"813"	11/13/2000 0:00:00	"MWTR"	12/30/1899 7:58:00	12/30/1899 8:08:00		5	12.60		0.68	0	586		1	839640	853444	200	4	55	13327				
20244	"813"	12/11/2000 0:00:00	"MWTR"	12/30/1899 11:17:00	12/30/1899 11:28:00		6	10.60		0.86	0	381		1	878839	894809	200	4	50	13327				
20245	"813"	1/4/2001 0:00:00	"MWTR"	12/30/1899 15:33:00	12/30/1899 15:42:00		7	9.40		1.14	0	692		2	556688	573681	175	2	35	13327				
20246	"813"	2/21/2001 0:00:00	"MWTR"	12/30/1899 8:56:00	12/30/1899 9:05:00		8	9.50		0.68	0	298		2	814680	828059	200	2	45	13327				
20247	"813"	3/8/2001 0:00:00	"MWTR"	12/30/1899 9:42:00	12/30/1899 9:50:00		9	11.80		0.40	0	242		2	947978	962011	200	2	40	13291				
20248	"813"	9/10/2001 0:00:00	"MWTR"	12/30/1899 8:50:00	12/30/1899 8:57:00		3	20.90		0.74	0	438		1	272911	285872	200	4	40	13327				
20249	"813"	10/4/2001 0:00:00	"MWTR"	12/30/1899 8:58:00	12/30/1899 9:07:00		4	20.00		0.55	0	914		2	118111	124294	200	2	55	13327				
20250	"813"	11/8/2001 0:00:00	"MWTR"	12/30/1899 9:05:00	12/30/1899 9:16:00		5	16.30		1.15	0	370		1	418387	438087	200	4	40	13327				
20251	"813"	12/7/2001 0:00:00	"MWTR"	12/30/1899 9:37:00	12/30/1899 9:46:00		6	10.40		0.45	0	385		1	528954	541888	200	4	40	13291				
20252	"813"	9/16/2002 0:00:00	"MWTR"	12/30/1899 9:05:00	12/30/1899 9:15:00	"djones"	3	20.50		0.95	0	426		2	271524	280074	200	2	42	13227				
20253	"813"	10/10/2002 0:00:00	"MWTR"	12/30/1899 10:23:00	12/30/1899 10:33:00	"djones"	4	18.80		0.57	0	738		2	763208	777691	200	2	61	13227				
20254	"813"	11/12/2002 0:00:00	"MWTR"	12/30/1899 12:12:00	12/30/1899 12:22:00	"djones"	5	14.60		0.98	0	581		2	150183	163250	200	4	45	13291				
20255	"813"	12/5/2002 0:00:00	"MWTR"	12/30/1899 9:17:00	12/30/1899 9:27:00	"djones"	6	12.00		1.22	0	549		2	221990	234444	200	2	49	13291				
20256	"813"	9/11/2003 0:00:00	"MWTR"	12/30/1899 11:28:00	12/30/1899 11:38:00	"djones"	3	21.50		0.85	0	257		2	626357	644721	200	2	45	13291				
20257	"813"	10/14/2003 0:00:00	"MWTR"	12/30/1899 9:39:00	12/30/1899 9:49:00	"Admin"	4	18.70		0.71	0	538		1	319697	335749	200	4	55	13291				
20258	"813"	11/12/2003 0:00:00	"MWTR"	12/30/1899 10:15:00	12/30/1899 10:25:00	"djones"	5	14.70		0.95	0	472		2	406201	422382	200	2	40	13227				
20259	"813"	12/8/2003 0:00:00	"MWTR"	12/30/1899 10:01:00	12/30/1899 10:11:00	"Admin"	6	11.50		1.05	0	558		2	732280	751431	200	2	45	13227				
20260	"813"	9/21/2004 0:00:00	"MWTR"	12/30/1899 9:23:00	12/30/1899 9:33:00	"djones"	3	19.70		0.98	0	298		1	585658	606935	200	4	40	20366				
20261	"813"	10/14/2004 0:00:00	"MWTR"	12/30/1899 8:56:00	12/30/1899 9:06:00	"djones"	4	18.50		1.11	0	414		2	931854	951025	200	2	50	20366				
20262	"813"	11/5/2004 0:00:00	"MWTR"	12/30/1899 8:49:00	12/30/1899 8:59:00	"djones"	5	13.90		1.17	0	273		1	560982	575340		4	32	20366				
20263	"813"	12/15/2004 0:00:00	"MWTR"	12/30/1899 9:29:00	12/30/1899 9:39:00	"djones"	6	10.20		1.00	0	809		1	278206	293211	200	4	44	20366				
